Time;User Path;Parent;Element;Elements/s;Average duration;Minimum duration;Maximum duration;Average TTFB;Minimum TTFB;Maximum TTFB;Errors;Errors/s;Median duration;UserLoad
10;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";0.6;2.066;1.945;2.306;2.066;1.945;2.306;0.0;0.0;2.0;200.0
10;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";1.0;0.363;0.329;0.39;0.025;0.007;0.033;0.0;0.0;0.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";0.6;0.067;0.064;0.069;0.039;0.036;0.045;0.0;0.0;0.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";0.8;0.061;0.057;0.073;0.058;0.053;0.07;0.0;0.0;0.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";0.8;1.665;1.505;1.84;1.664;1.505;1.839;0.0;0.0;1.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";0.6;1.778;1.723;1.827;0.03;0.029;0.031;0.0;0.0;1.0;200.0
10;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";0.8;0.013;0.009;0.02;0.009;0.006;0.017;0.0;0.0;0.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";1.0;0.294;0.245;0.346;0.011;0.01;0.014;0.0;0.0;0.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";1.0;0.355;0.328;0.385;0.353;0.327;0.383;0.0;0.0;0.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";0.6;0.7;0.653;0.782;0.7;0.653;0.782;0.0;0.0;0.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";0.2;1.91;1.91;1.91;1.91;1.91;1.91;0.0;0.0;1.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";1.0;0.539;0.522;0.576;0.019;0.016;0.025;0.0;0.0;0.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";1.4;0.382;0.306;0.454;0.015;0.012;0.017;0.0;0.0;0.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";1.4;0.023;0.015;0.039;0.003;0.001;0.009;0.0;0.0;0.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";1.0;11.337;10.803;12.044;0.003;0.002;0.003;0.0;0.0;11.0;200.0
10;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";0.8;0.236;0.227;0.25;0.021;0.008;0.033;0.0;0.0;0.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";0.8;0.502;0.477;0.522;0.013;0.012;0.013;0.0;0.0;0.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";0.6;0.481;0.468;0.492;0.031;0.03;0.032;0.0;0.0;0.0;200.0
10;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";0.8;0.113;0.1;0.135;0.095;0.089;0.109;0.0;0.0;0.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";1.2;0.416;0.367;0.471;0.013;0.01;0.015;0.0;0.0;0.0;200.0
10;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";1.4;5.51;5.108;6.041;0.031;0.029;0.032;0.0;0.0;5.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";0.4;2.229;2.155;2.303;2.228;2.154;2.303;0.0;0.0;2.0;200.0
10;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";0.6;6.193;5.983;6.53;6.193;5.983;6.53;0.0;0.0;6.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";0.6;2.098;1.922;2.338;1.643;1.496;1.843;0.0;0.0;2.0;200.0
10;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";0.6;0.232;0.195;0.254;0.007;0.007;0.008;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";1.4;0.5;0.289;1.478;0.014;0.006;0.025;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";0.6;0.313;0.278;0.382;0.312;0.277;0.382;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";0.8;0.314;0.267;0.353;0.018;0.006;0.029;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";0.6;0.9;0.844;0.942;0.031;0.03;0.032;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";0.4;0.333;0.314;0.351;0.018;0.008;0.027;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";0.8;0.297;0.283;0.326;0.013;0.011;0.017;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T08_AddressNext";0.8;0.115;0.103;0.13;0.088;0.085;0.093;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T06_CreateAccount";0.8;4.324;4.218;4.394;0.03;0.03;0.032;0.0;0.0;4.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T07_CreateAccount";1.2;9.322;7.907;11.028;0.003;0.002;0.003;0.0;0.0;9.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T05_Summary_CT";0.8;0.128;0.127;0.131;0.03;0.03;0.031;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T09_Address_verification";0.8;1.859;1.461;2.736;1.771;1.391;2.676;0.0;0.0;1.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_Homepage_Ex";1.0;0.005;0.004;0.005;0.002;0.002;0.003;0.0;0.0;0.0;200.0
20;-;-;"<all transactions>";43.2;1.379;0.003;11.828;0.348;0.001;6.367;0.0;0.0;1.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T12_Onyourway";0.8;0.266;0.206;0.306;0.011;0.005;0.025;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T13_Signout";0.4;1.042;1.007;1.078;0.017;0.006;0.028;0.0;0.0;1.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T01_Launch";0.6;0.074;0.068;0.085;0.042;0.038;0.048;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T05_Protect";1.4;0.357;0.28;0.688;0.357;0.28;0.688;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T03_SelectPhone";0.8;0.498;0.395;0.687;0.019;0.007;0.038;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T13_Onyourway";0.4;0.238;0.233;0.243;0.064;0.058;0.069;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_Homepage_Ex";0.8;0.004;0.003;0.006;0.002;0.001;0.003;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T04_IMEI_AfterComptibilty";1.4;0.291;0.246;0.378;0.168;0.123;0.257;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T06_Addtobag_Continue";1.2;0.011;0.008;0.022;0.009;0.006;0.019;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T11_keepurnumber";0.6;0.688;0.665;0.718;0.688;0.665;0.718;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T05_Compatible_CT";1.4;0.148;0.121;0.194;0.016;0.012;0.02;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T08_Createacct";1.4;3.66;3.183;4.39;0.212;0.092;0.422;0.0;0.0;3.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T10_AccountDetails";0.6;2.893;2.699;3.237;0.031;0.03;0.031;0.0;0.0;2.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T02_ShopPage";0.8;0.943;0.857;1.051;0.021;0.006;0.029;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";0.6;2.022;1.909;2.09;2.021;1.909;2.09;0.0;0.0;2.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";0.4;0.36;0.34;0.381;0.021;0.009;0.032;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";0.4;0.068;0.066;0.07;0.041;0.041;0.041;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";1.4;0.065;0.052;0.087;0.062;0.05;0.085;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";0.4;1.763;1.561;1.965;1.762;1.561;1.964;0.0;0.0;1.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";1.2;1.909;1.759;2.094;0.031;0.03;0.035;0.0;0.0;1.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";1.2;0.017;0.009;0.033;0.015;0.006;0.031;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";1.4;0.287;0.252;0.359;0.011;0.009;0.019;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";1.2;0.351;0.3;0.422;0.35;0.298;0.421;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";0.4;0.747;0.66;0.833;0.746;0.66;0.832;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";0.8;2.21;2.059;2.5;2.21;2.059;2.5;0.0;0.0;2.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";0.6;0.576;0.549;0.605;0.016;0.015;0.017;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";1.0;0.344;0.314;0.437;0.015;0.013;0.017;0.0;0.0;0.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";0.8;0.027;0.021;0.037;0.005;0.002;0.009;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";0.8;10.341;8.684;11.828;0.002;0.001;0.003;0.0;0.0;10.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";1.0;0.229;0.205;0.267;0.015;0.008;0.028;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";0.4;0.506;0.482;0.531;0.013;0.011;0.015;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";0.8;0.483;0.477;0.495;0.03;0.03;0.031;0.0;0.0;0.0;200.0
20;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";1.4;0.098;0.089;0.108;0.09;0.08;0.099;0.0;0.0;0.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";1.0;0.444;0.378;0.613;0.012;0.01;0.014;0.0;0.0;0.0;200.0
20;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";1.0;5.842;3.931;6.708;0.03;0.03;0.031;0.0;0.0;5.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";0.4;2.28;2.124;2.436;2.28;2.124;2.436;0.0;0.0;2.0;200.0
20;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";0.8;6.066;5.871;6.368;6.066;5.871;6.367;0.0;0.0;6.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";0.6;2.184;1.916;2.38;1.715;1.447;1.874;0.0;0.0;2.0;200.0
20;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";0.6;0.279;0.272;0.291;0.007;0.006;0.008;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";0.8;0.338;0.313;0.373;0.014;0.007;0.029;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";1.0;0.297;0.263;0.337;0.297;0.263;0.336;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";1.0;0.332;0.261;0.435;0.016;0.007;0.03;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";1.4;0.834;0.777;0.929;0.031;0.03;0.032;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";0.6;0.315;0.307;0.323;0.006;0.006;0.007;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";0.6;0.311;0.283;0.357;0.012;0.011;0.013;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T08_AddressNext";1.2;0.119;0.094;0.144;0.088;0.08;0.099;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T06_CreateAccount";1.4;4.518;3.898;4.916;0.031;0.03;0.032;0.0;0.0;4.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T07_CreateAccount";1.0;8.329;7.665;8.861;0.003;0.002;0.003;0.0;0.0;8.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T05_Summary_CT";1.4;0.127;0.124;0.132;0.03;0.029;0.031;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T09_Address_verification";1.0;1.544;1.467;1.617;1.473;1.402;1.559;0.0;0.0;1.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_Homepage_Ex";0.4;0.004;0.004;0.005;0.002;0.001;0.003;0.0;0.0;0.0;200.0
30;-;-;"<all transactions>";44.4;1.45;0.003;13.99;0.418;0.001;6.405;0.0;0.0;1.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T12_Onyourway";0.4;0.235;0.206;0.264;0.018;0.007;0.029;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T13_Signout";0.6;1.123;1.05;1.219;0.007;0.007;0.007;0.0;0.0;1.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T01_Launch";0.4;0.069;0.068;0.069;0.036;0.034;0.039;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T05_Protect";0.8;0.281;0.246;0.317;0.281;0.246;0.317;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T03_SelectPhone";0.8;0.433;0.405;0.473;0.012;0.006;0.029;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T13_Onyourway";0.6;0.228;0.221;0.238;0.064;0.056;0.071;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_Homepage_Ex";0.6;0.004;0.003;0.004;0.002;0.002;0.002;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T04_IMEI_AfterComptibilty";0.8;0.289;0.254;0.382;0.168;0.132;0.259;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T06_Addtobag_Continue";1.0;0.01;0.009;0.012;0.008;0.007;0.009;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T11_keepurnumber";0.8;0.705;0.644;0.822;0.705;0.644;0.822;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T05_Compatible_CT";1.0;0.125;0.114;0.135;0.011;0.01;0.014;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T08_Createacct";0.8;3.651;3.076;4.178;0.112;0.087;0.125;0.0;0.0;3.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T10_AccountDetails";0.6;2.811;2.796;2.838;0.03;0.03;0.031;0.0;0.0;2.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T02_ShopPage";0.6;0.914;0.885;0.967;0.014;0.008;0.027;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T11_AccountDetails";0.6;2.163;1.898;2.599;2.162;1.897;2.599;0.0;0.0;2.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T01_HomePage";0.6;0.36;0.343;0.375;0.017;0.008;0.033;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T01_Launch";0.8;0.079;0.065;0.11;0.05;0.036;0.085;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T03_SelectPhone";0.4;0.064;0.057;0.07;0.06;0.054;0.067;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T10_Address_next";0.8;1.632;1.512;1.742;1.631;1.511;1.741;0.0;0.0;1.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T08_Address_next";1.2;1.796;1.727;1.885;0.03;0.03;0.031;0.0;0.0;1.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T06_Summary_CT";1.6;0.016;0.009;0.038;0.013;0.007;0.035;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T04_ProductDetails_protect";0.8;0.251;0.245;0.256;0.011;0.01;0.012;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T06_AddtoBag";1.4;0.337;0.302;0.377;0.335;0.301;0.376;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T10_keepurnumber";1.2;0.627;0.599;0.656;0.627;0.599;0.656;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T12_AccountDetails";0.8;1.995;1.935;2.055;1.995;1.935;2.055;0.0;0.0;1.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T02_ServiceOnly";0.6;0.533;0.529;0.538;0.019;0.015;0.022;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T03_IMEI";0.6;0.316;0.306;0.322;0.014;0.013;0.015;0.0;0.0;0.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T04_ProductDetails";1.4;0.019;0.016;0.028;0.002;0.001;0.003;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T07_Createacct";1.4;9.594;7.198;13.99;0.003;0.001;0.004;0.0;0.0;9.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T02_Plan";0.4;0.221;0.21;0.232;0.025;0.024;0.026;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T13_Signout";0.6;0.501;0.479;0.536;0.012;0.01;0.015;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T11_Onyourway";0.6;0.518;0.472;0.604;0.03;0.03;0.031;0.0;0.0;0.0;200.0
30;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T08_Address_next";0.8;0.118;0.091;0.145;0.091;0.083;0.111;0.0;0.0;0.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T05_Addtobag";1.4;0.402;0.371;0.433;0.014;0.011;0.016;0.0;0.0;0.0;200.0
30;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T07_CreateAcct2_SwitchtoVisible";1.0;4.168;3.546;5.923;0.03;0.03;0.031;0.0;0.0;4.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T11_Protin_AccountDetails";0.8;2.508;2.379;2.873;2.507;2.378;2.872;0.0;0.0;2.0;200.0
30;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T09_CreateAcct2_SwitchtoVisible";1.4;4.405;3.422;6.405;4.405;3.421;6.405;0.0;0.0;4.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T09_ConfirmAddress";1.0;1.903;1.807;2.026;1.441;1.395;1.556;0.0;0.0;1.0;200.0
30;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T12_Onyourway";0.6;0.244;0.222;0.259;0.016;0.007;0.027;0.0;0.0;0.0;200.0
40;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T04_CheckIMEI";1.0;0.349;0.299;0.429;0.017;0.007;0.034;0.0;0.0;0.0;200.0
40;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T10_keepurnumber";1.0;0.279;0.255;0.338;0.279;0.255;0.338;0.0;0.0;0.0;200.0
40;"PROD_BYOD_02052020";"Actions";"Visible_BYOD_T03_Bringyourown";0.4;0.305;0.282;0.328;0.018;0.006;0.029;0.0;0.0;0.0;200.0
40;"PROD_M_BYOD_01072020";"Actions";"Visible_M_BYOD_T09_keepurnumber";1.0;0.862;0.779;0.945;0.03;0.03;0.031;0.0;0.0;0.0;200.0
40;"PROD_Device_Flow_02052020";"Actions";"Visible_Device_T01_HomePage";0.6;0.418;0.32;0.57;0.018;0.006;0.039;0.0;0.0;0.0;200.0
40;"PROD_M_Device_02062020";"Actions";"Visible_M_Device_T02_ShopService";0.4;0.306;0.293;0.32;0.011;0.011;0.012;0.0;0.0;0.0;200.0
